team,team_name,year,week,weekly_attendance
Seattle,Seahawks,2016,9,69084
Seattle,Seahawks,2016,10,66829
Seattle,Seahawks,2016,11,69190
Seattle,Seahawks,2016,12,63674
Seattle,Seahawks,2016,13,69104
Seattle,Seahawks,2016,14,78057
Seattle,Seahawks,2016,15,69067
Seattle,Seahawks,2016,16,69050
Seattle,Seahawks,2016,17,70178
Tampa Bay,Buccaneers,2016,1,69382
Tampa Bay,Buccaneers,2016,2,64230
Tampa Bay,Buccaneers,2016,3,55009
Tampa Bay,Buccaneers,2016,4,60375
Tampa Bay,Buccaneers,2016,5,73425
Tampa Bay,Buccaneers,2016,6,NA
Tampa Bay,Buccaneers,2016,7,70178
Tampa Bay,Buccaneers,2016,8,61068
Tampa Bay,Buccaneers,2016,9,57797
Tampa Bay,Buccaneers,2016,10,62898
Tampa Bay,Buccaneers,2016,11,72277
Tampa Bay,Buccaneers,2016,12,63674
Tampa Bay,Buccaneers,2016,13,53832
Tampa Bay,Buccaneers,2016,14,62140
Tampa Bay,Buccaneers,2016,15,93101
Tampa Bay,Buccaneers,2016,16,73177
Tampa Bay,Buccaneers,2016,17,62037
Tennessee,Titans,2016,1,63816
Tennessee,Titans,2016,2,58466
Tennessee,Titans,2016,3,62370
Tennessee,Titans,2016,4,71815
Tennessee,Titans,2016,5,64425
Tennessee,Titans,2016,6,60897
Tennessee,Titans,2016,7,65470
Tennessee,Titans,2016,8,61619
Tennessee,Titans,2016,9,52281
Tennessee,Titans,2016,10,69116
Tennessee,Titans,2016,11,65048
Tennessee,Titans,2016,12,59494
Tennessee,Titans,2016,13,NA
Tennessee,Titans,2016,14,68780
Tennessee,Titans,2016,15,68084
Tennessee,Titans,2016,16,59621
Tennessee,Titans,2016,17,65205
Washington,Redskins,2016,1,79124
Washington,Redskins,2016,2,80612
Washington,Redskins,2016,3,78368
Washington,Redskins,2016,4,76249
Washington,Redskins,2016,5,71318
Washington,Redskins,2016,6,78934
Washington,Redskins,2016,7,60461
Washington,Redskins,2016,8,84488
Washington,Redskins,2016,9,NA
Washington,Redskins,2016,10,78216
Washington,Redskins,2016,11,77137
Washington,Redskins,2016,12,93099
Washington,Redskins,2016,13,64939
Washington,Redskins,2016,14,69596
Washington,Redskins,2016,15,76689
Washington,Redskins,2016,16,57953
Washington,Redskins,2016,17,79471
Arizona,Cardinals,2017,1,60957
Arizona,Cardinals,2017,2,63137
Arizona,Cardinals,2017,3,65102
Arizona,Cardinals,2017,4,64121
Arizona,Cardinals,2017,5,69596
Arizona,Cardinals,2017,6,63999
Arizona,Cardinals,2017,7,73736
Arizona,Cardinals,2017,8,NA
Arizona,Cardinals,2017,9,70133
Arizona,Cardinals,2017,10,64639
Arizona,Cardinals,2017,11,71680
Arizona,Cardinals,2017,12,63891
Arizona,Cardinals,2017,13,63986
Arizona,Cardinals,2017,14,64153
Arizona,Cardinals,2017,15,71026
Arizona,Cardinals,2017,16,63850
Arizona,Cardinals,2017,17,69078
Atlanta,Falcons,2017,1,61857
Atlanta,Falcons,2017,2,70826
Atlanta,Falcons,2017,3,63240
Atlanta,Falcons,2017,4,71273
Atlanta,Falcons,2017,5,NA
Atlanta,Falcons,2017,6,70593
Atlanta,Falcons,2017,7,65878
Atlanta,Falcons,2017,8,77562
Atlanta,Falcons,2017,9,74244
Atlanta,Falcons,2017,10,73761
Atlanta,Falcons,2017,11,69026
Atlanta,Falcons,2017,12,71036
Atlanta,Falcons,2017,13,71185
Atlanta,Falcons,2017,14,72866
Atlanta,Falcons,2017,15,62382
Atlanta,Falcons,2017,16,73188
Atlanta,Falcons,2017,17,74141
Baltimore,Ravens,2017,1,55254
Baltimore,Ravens,2017,2,70605
Baltimore,Ravens,2017,3,84592
Baltimore,Ravens,2017,4,71126
Baltimore,Ravens,2017,5,54980
Baltimore,Ravens,2017,6,70616
Baltimore,Ravens,2017,7,66751
Baltimore,Ravens,2017,8,70408
Baltimore,Ravens,2017,9,67322
Baltimore,Ravens,2017,10,NA
Baltimore,Ravens,2017,11,77945
Baltimore,Ravens,2017,12,70357
Baltimore,Ravens,2017,13,70500
Baltimore,Ravens,2017,14,60069
Baltimore,Ravens,2017,15,56434
Baltimore,Ravens,2017,16,70590
Baltimore,Ravens,2017,17,70507
Buffalo,Bills,2017,1,68751
Buffalo,Bills,2017,2,74122
Buffalo,Bills,2017,3,68865
Buffalo,Bills,2017,4,71273
Buffalo,Bills,2017,5,52367
Buffalo,Bills,2017,6,NA
Buffalo,Bills,2017,7,68561
Buffalo,Bills,2017,8,69599
Buffalo,Bills,2017,9,77562
Buffalo,Bills,2017,10,67501
Buffalo,Bills,2017,11,25015
Buffalo,Bills,2017,12,74929
Buffalo,Bills,2017,13,68499
Buffalo,Bills,2017,14,60222
Buffalo,Bills,2017,15,62202
Buffalo,Bills,2017,16,65878
Buffalo,Bills,2017,17,65571
Carolina,Panthers,2017,1,70178
Carolina,Panthers,2017,2,74122
Carolina,Panthers,2017,3,73775
Carolina,Panthers,2017,4,65878
Carolina,Panthers,2017,5,64288
Carolina,Panthers,2017,6,74373
Carolina,Panthers,2017,7,61256
Carolina,Panthers,2017,8,58545
Carolina,Panthers,2017,9,74244
Carolina,Panthers,2017,10,72790
Carolina,Panthers,2017,11,NA
Carolina,Panthers,2017,12,77562
Carolina,Panthers,2017,13,73171
Carolina,Panthers,2017,14,73728
Carolina,Panthers,2017,15,74447
Carolina,Panthers,2017,16,71463
Carolina,Panthers,2017,17,74141
Chicago,Bears,2017,1,61857
Chicago,Bears,2017,2,56640
Chicago,Bears,2017,3,61172
Chicago,Bears,2017,4,78362
Chicago,Bears,2017,5,61834
Chicago,Bears,2017,6,70616
Chicago,Bears,2017,7,61256
Chicago,Bears,2017,8,73192
Chicago,Bears,2017,9,NA
Chicago,Bears,2017,10,61285
Chicago,Bears,2017,11,60635
Chicago,Bears,2017,12,69596
Chicago,Bears,2017,13,61302
Chicago,Bears,2017,14,52002
Chicago,Bears,2017,15,65872
Chicago,Bears,2017,16,58796
Chicago,Bears,2017,17,66802
Cincinnati,Bengals,2017,1,55254
Cincinnati,Bengals,2017,2,52942
Cincinnati,Bengals,2017,3,78323
Cincinnati,Bengals,2017,4,67431
Cincinnati,Bengals,2017,5,52367
Cincinnati,Bengals,2017,6,NA
Cincinnati,Bengals,2017,7,65363
Cincinnati,Bengals,2017,8,57901
Cincinnati,Bengals,2017,9,60720
Cincinnati,Bengals,2017,10,67432
Cincinnati,Bengals,2017,11,75707
Cincinnati,Bengals,2017,12,51710
Cincinnati,Bengals,2017,13,56029
Cincinnati,Bengals,2017,14,52002
Cincinnati,Bengals,2017,15,66833
Cincinnati,Bengals,2017,16,47732
Cincinnati,Bengals,2017,17,70507
Cleveland,Browns,2017,1,67431
Cleveland,Browns,2017,2,70605
Cleveland,Browns,2017,3,63351
Cleveland,Browns,2017,4,67431
Cleveland,Browns,2017,5,62032
Cleveland,Browns,2017,6,71815
Cleveland,Browns,2017,7,59061
Cleveland,Browns,2017,8,74237
Cleveland,Browns,2017,9,NA
Cleveland,Browns,2017,10,64646
Cleveland,Browns,2017,11,57003
Cleveland,Browns,2017,12,51710
Cleveland,Browns,2017,13,25320
Cleveland,Browns,2017,14,67431
Cleveland,Browns,2017,15,56434
Cleveland,Browns,2017,16,58796
Cleveland,Browns,2017,17,50704
Dallas,Cowboys,2017,1,93183
Dallas,Cowboys,2017,2,76919
Dallas,Cowboys,2017,3,65102
Dallas,Cowboys,2017,4,91869
Dallas,Cowboys,2017,5,93329
Dallas,Cowboys,2017,6,NA
Dallas,Cowboys,2017,7,70133
Dallas,Cowboys,2017,8,78428
Dallas,Cowboys,2017,9,93273
Dallas,Cowboys,2017,10,73761
Dallas,Cowboys,2017,11,93247
Dallas,Cowboys,2017,12,93012
Dallas,Cowboys,2017,13,91712
Dallas,Cowboys,2017,14,78125
Dallas,Cowboys,2017,15,55372
Dallas,Cowboys,2017,16,92150
Dallas,Cowboys,2017,17,69596
Denver,Broncos,2017,1,76324
Denver,Broncos,2017,2,76919
Denver,Broncos,2017,3,68865
Denver,Broncos,2017,4,76909
Denver,Broncos,2017,5,NA
Denver,Broncos,2017,6,76721
Denver,Broncos,2017,7,25388
Denver,Broncos,2017,8,76573
Denver,Broncos,2017,9,69596
Denver,Broncos,2017,10,76820
Denver,Broncos,2017,11,75707
Denver,Broncos,2017,12,53930
Denver,Broncos,2017,13,65092
Denver,Broncos,2017,14,75518
Denver,Broncos,2017,15,63411
Denver,Broncos,2017,16,72889
Denver,Broncos,2017,17,75928
Detroit,Lions,2017,1,60957
Detroit,Lions,2017,2,77004
Detroit,Lions,2017,3,63240
Detroit,Lions,2017,4,66730
Detroit,Lions,2017,5,64288
Detroit,Lions,2017,6,73117
Detroit,Lions,2017,7,NA
Detroit,Lions,2017,8,64983
Detroit,Lions,2017,9,77575
Detroit,Lions,2017,10,64646
Detroit,Lions,2017,11,60635
Detroit,Lions,2017,12,66613
Detroit,Lions,2017,13,70500
Detroit,Lions,2017,14,60372
Detroit,Lions,2017,15,65872
Detroit,Lions,2017,16,47732
Detroit,Lions,2017,17,62501
Green Bay,Packers,2017,1,78381
Green Bay,Packers,2017,2,70826
Green Bay,Packers,2017,3,78323
Green Bay,Packers,2017,4,78362
Green Bay,Packers,2017,5,93329
Green Bay,Packers,2017,6,66848
Green Bay,Packers,2017,7,78380
Green Bay,Packers,2017,8,NA
Green Bay,Packers,2017,9,77575
Green Bay,Packers,2017,10,61285
Green Bay,Packers,2017,11,77945
Green Bay,Packers,2017,12,62147
Green Bay,Packers,2017,13,77684
Green Bay,Packers,2017,14,67431
Green Bay,Packers,2017,15,74447
Green Bay,Packers,2017,16,78092
Green Bay,Packers,2017,17,62501
Houston,Texans,2017,1,71710
Houston,Texans,2017,2,52942
Houston,Texans,2017,3,65878
Houston,Texans,2017,4,71804
Houston,Texans,2017,5,71835
Houston,Texans,2017,6,71815
Houston,Texans,2017,7,NA
Houston,Texans,2017,8,69025
Houston,Texans,2017,9,71709
Houston,Texans,2017,10,60032
Houston,Texans,2017,11,71680
Houston,Texans,2017,12,70357
Houston,Texans,2017,13,62758
Houston,Texans,2017,14,71802
Houston,Texans,2017,15,64701
Houston,Texans,2017,16,71842
Houston,Texans,2017,17,60557
Indianapolis,Colts,2017,1,60128
Indianapolis,Colts,2017,2,63137
Indianapolis,Colts,2017,3,63351
Indianapolis,Colts,2017,4,68872
Indianapolis,Colts,2017,5,65612
Indianapolis,Colts,2017,6,63888
Indianapolis,Colts,2017,7,63104
Indianapolis,Colts,2017,8,57901
Indianapolis,Colts,2017,9,71709
Indianapolis,Colts,2017,10,66146
Indianapolis,Colts,2017,11,NA
Indianapolis,Colts,2017,12,62207
Indianapolis,Colts,2017,13,61207
Indianapolis,Colts,2017,14,60222
Indianapolis,Colts,2017,15,63411
Indianapolis,Colts,2017,16,70590
Indianapolis,Colts,2017,17,60557
Jacksonville,Jaguars,2017,1,71710
Jacksonville,Jaguars,2017,2,61709
Jacksonville,Jaguars,2017,3,84592
Jacksonville,Jaguars,2017,4,77562
Jacksonville,Jaguars,2017,5,66237
Jacksonville,Jaguars,2017,6,56232
Jacksonville,Jaguars,2017,7,63104
Jacksonville,Jaguars,2017,8,NA
Jacksonville,Jaguars,2017,9,60720
Jacksonville,Jaguars,2017,10,60835
Jacksonville,Jaguars,2017,11,57003
Jacksonville,Jaguars,2017,12,63891
Jacksonville,Jaguars,2017,13,61207
Jacksonville,Jaguars,2017,14,64431
Jacksonville,Jaguars,2017,15,64701
Jacksonville,Jaguars,2017,16,70133
Jacksonville,Jaguars,2017,17,65501
Kansas City,Chiefs,2017,1,65878
Kansas City,Chiefs,2017,2,74971
Kansas City,Chiefs,2017,3,25386
Kansas City,Chiefs,2017,4,74587
Kansas City,Chiefs,2017,5,71835
Kansas City,Chiefs,2017,6,76994
Kansas City,Chiefs,2017,7,55090
Kansas City,Chiefs,2017,8,76573
Kansas City,Chiefs,2017,9,93273
Kansas City,Chiefs,2017,10,NA
Kansas City,Chiefs,2017,11,76363
Kansas City,Chiefs,2017,12,74929
Kansas City,Chiefs,2017,13,77562
Kansas City,Chiefs,2017,14,74461
Kansas City,Chiefs,2017,15,75011
Kansas City,Chiefs,2017,16,65325
Kansas City,Chiefs,2017,17,75928
Los Angeles,Chargers,2017,1,76324
Los Angeles,Chargers,2017,2,25381
Los Angeles,Chargers,2017,3,25386
Los Angeles,Chargers,2017,4,25374
Los Angeles,Chargers,2017,5,77373
Los Angeles,Chargers,2017,6,54685
Los Angeles,Chargers,2017,7,25388
Los Angeles,Chargers,2017,8,65878
Los Angeles,Chargers,2017,9,NA
Los Angeles,Chargers,2017,10,60835
Los Angeles,Chargers,2017,11,25015
Los Angeles,Chargers,2017,12,93012
Los Angeles,Chargers,2017,13,25320
Los Angeles,Chargers,2017,14,25393
Los Angeles,Chargers,2017,15,75011
Los Angeles,Chargers,2017,16,77562
Los Angeles,Chargers,2017,17,25430
Los Angeles,Rams,2017,1,60128
Los Angeles,Rams,2017,2,56612
Los Angeles,Rams,2017,3,70178
Los Angeles,Rams,2017,4,91869
Los Angeles,Rams,2017,5,60745
Los Angeles,Rams,2017,6,56232
Los Angeles,Rams,2017,7,73736
Los Angeles,Rams,2017,8,NA
Los Angeles,Rams,2017,9,76877
Los Angeles,Rams,2017,10,60032
Los Angeles,Rams,2017,11,66809
Los Angeles,Rams,2017,12,62006
Los Angeles,Rams,2017,13,63986
Los Angeles,Rams,2017,14,67752
Los Angeles,Rams,2017,15,69077
Los Angeles,Rams,2017,16,60097
Los Angeles,Rams,2017,17,66125
Miami,Dolphins,2017,1,NA
Miami,Dolphins,2017,2,25381
Miami,Dolphins,2017,3,77562
Miami,Dolphins,2017,4,84423
Miami,Dolphins,2017,5,65135
Miami,Dolphins,2017,6,70593
Miami,Dolphins,2017,7,65025
Miami,Dolphins,2017,8,70408
Miami,Dolphins,2017,9,65139
Miami,Dolphins,2017,10,72790
Miami,Dolphins,2017,11,65089
Miami,Dolphins,2017,12,65878
Miami,Dolphins,2017,13,65092
Miami,Dolphins,2017,14,65548
Miami,Dolphins,2017,15,62202
Miami,Dolphins,2017,16,65325
Miami,Dolphins,2017,17,65571
Minnesota,Vikings,2017,1,66606
Minnesota,Vikings,2017,2,65971
Minnesota,Vikings,2017,3,66390
Minnesota,Vikings,2017,4,66730
Minnesota,Vikings,2017,5,61834
Minnesota,Vikings,2017,6,66848
Minnesota,Vikings,2017,7,66751
Minnesota,Vikings,2017,8,74237
Minnesota,Vikings,2017,9,NA
Minnesota,Vikings,2017,10,74476
Minnesota,Vikings,2017,11,66809
Minnesota,Vikings,2017,12,66613
Minnesota,Vikings,2017,13,71185
Minnesota,Vikings,2017,14,73728
Minnesota,Vikings,2017,15,66833
Minnesota,Vikings,2017,16,78092
Minnesota,Vikings,2017,17,66802
New England,Patriots,2017,1,65878
New England,Patriots,2017,2,73168
New England,Patriots,2017,3,65878
New England,Patriots,2017,4,65878
New England,Patriots,2017,5,64476
New England,Patriots,2017,6,77562
New England,Patriots,2017,7,65878
New England,Patriots,2017,8,65878
New England,Patriots,2017,9,NA
New England,Patriots,2017,10,76820
New England,Patriots,2017,11,77357
New England,Patriots,2017,12,65878
New England,Patriots,2017,13,68499
New England,Patriots,2017,14,65548
New England,Patriots,2017,15,68574
New England,Patriots,2017,16,65878
New England,Patriots,2017,17,65878
New Orleans,Saints,2017,1,66606
New Orleans,Saints,2017,2,73168
New Orleans,Saints,2017,3,73775
New Orleans,Saints,2017,4,84423
New Orleans,Saints,2017,5,NA
New Orleans,Saints,2017,6,73117
New Orleans,Saints,2017,7,78380
New Orleans,Saints,2017,8,73192
New Orleans,Saints,2017,9,73121
New Orleans,Saints,2017,10,67501
New Orleans,Saints,2017,11,73138
New Orleans,Saints,2017,12,62006
New Orleans,Saints,2017,13,73171
New Orleans,Saints,2017,14,72866
New Orleans,Saints,2017,15,73018
New Orleans,Saints,2017,16,73188
New Orleans,Saints,2017,17,55376
New York,Giants,2017,1,93183
New York,Giants,2017,2,77004
New York,Giants,2017,3,69596
New York,Giants,2017,4,63916
New York,Giants,2017,5,77373
New York,Giants,2017,6,76721
New York,Giants,2017,7,78527
New York,Giants,2017,8,NA
New York,Giants,2017,9,76877
New York,Giants,2017,10,70133
New York,Giants,2017,11,76363
New York,Giants,2017,12,73210
New York,Giants,2017,13,54994
New York,Giants,2017,14,78125
New York,Giants,2017,15,76896
New York,Giants,2017,16,63850
New York,Giants,2017,17,76269
New York,Jets,2017,1,68751
New York,Jets,2017,2,54729
New York,Jets,2017,3,77562
New York,Jets,2017,4,77562
New York,Jets,2017,5,62032
New York,Jets,2017,6,77562
New York,Jets,2017,7,65025
New York,Jets,2017,8,77562
New York,Jets,2017,9,77562
New York,Jets,2017,10,57911
New York,Jets,2017,11,NA
New York,Jets,2017,12,77562
New York,Jets,2017,13,77562
New York,Jets,2017,14,75518
New York,Jets,2017,15,73018
New York,Jets,2017,16,77562
New York,Jets,2017,17,65878
Oakland,Raiders,2017,1,69089
Oakland,Raiders,2017,2,54729
Oakland,Raiders,2017,3,77123
Oakland,Raiders,2017,4,76909
Oakland,Raiders,2017,5,54980
Oakland,Raiders,2017,6,54685
Oakland,Raiders,2017,7,55090
Oakland,Raiders,2017,8,69599
Oakland,Raiders,2017,9,65139
Oakland,Raiders,2017,10,NA
Oakland,Raiders,2017,11,77357
Oakland,Raiders,2017,12,53930
Oakland,Raiders,2017,13,54994
Oakland,Raiders,2017,14,74461
Oakland,Raiders,2017,15,55372
Oakland,Raiders,2017,16,69596
Oakland,Raiders,2017,17,25430
Philadelphia,Eagles,2017,1,78685
Philadelphia,Eagles,2017,2,74971
Philadelphia,Eagles,2017,3,69596
Philadelphia,Eagles,2017,4,25374
Philadelphia,Eagles,2017,5,69596
Philadelphia,Eagles,2017,6,74373
Philadelphia,Eagles,2017,7,69596
Philadelphia,Eagles,2017,8,69596
Philadelphia,Eagles,2017,9,69596
Philadelphia,Eagles,2017,10,NA
Philadelphia,Eagles,2017,11,93247
Philadelphia,Eagles,2017,12,69596
Philadelphia,Eagles,2017,13,69075
Philadelphia,Eagles,2017,14,67752
Philadelphia,Eagles,2017,15,76896
Philadelphia,Eagles,2017,16,69596
Philadelphia,Eagles,2017,17,69596
Pittsburgh,Steelers,2017,1,67431
Pittsburgh,Steelers,2017,2,65971
Pittsburgh,Steelers,2017,3,61172
Pittsburgh,Steelers,2017,4,71126
Pittsburgh,Steelers,2017,5,66237
Pittsburgh,Steelers,2017,6,76994
Pittsburgh,Steelers,2017,7,65363
Pittsburgh,Steelers,2017,8,64983
Pittsburgh,Steelers,2017,9,NA
Pittsburgh,Steelers,2017,10,66146
Pittsburgh,Steelers,2017,11,60703
Pittsburgh,Steelers,2017,12,62147
Pittsburgh,Steelers,2017,13,56029
Pittsburgh,Steelers,2017,14,60069
Pittsburgh,Steelers,2017,15,68574
Pittsburgh,Steelers,2017,16,71842
Pittsburgh,Steelers,2017,17,50704
San Francisco,49ers,2017,1,70178
San Francisco,49ers,2017,2,68729
San Francisco,49ers,2017,3,70178
San Francisco,49ers,2017,4,64121
San Francisco,49ers,2017,5,65612
San Francisco,49ers,2017,6,75568
San Francisco,49ers,2017,7,70133
San Francisco,49ers,2017,8,69596
San Francisco,49ers,2017,9,70133
San Francisco,49ers,2017,10,70133
San Francisco,49ers,2017,11,NA
San Francisco,49ers,2017,12,70134
San Francisco,49ers,2017,13,61302
San Francisco,49ers,2017,14,71802
San Francisco,49ers,2017,15,70133
San Francisco,49ers,2017,16,70133
San Francisco,49ers,2017,17,66125
Seattle,Seahawks,2017,1,78381
Seattle,Seahawks,2017,2,68729
Seattle,Seahawks,2017,3,69127
Seattle,Seahawks,2017,4,68872
Seattle,Seahawks,2017,5,60745
Seattle,Seahawks,2017,6,NA
Seattle,Seahawks,2017,7,78527
Seattle,Seahawks,2017,8,69025
Seattle,Seahawks,2017,9,68927
Seattle,Seahawks,2017,10,64639
Seattle,Seahawks,2017,11,69026
Seattle,Seahawks,2017,12,70134
Seattle,Seahawks,2017,13,69075
Seattle,Seahawks,2017,14,64431
Seattle,Seahawks,2017,15,69077
Seattle,Seahawks,2017,16,92150
Seattle,Seahawks,2017,17,69078
Tampa Bay,Buccaneers,2017,1,NA
Tampa Bay,Buccaneers,2017,2,56640
Tampa Bay,Buccaneers,2017,3,66390
Tampa Bay,Buccaneers,2017,4,63916
Tampa Bay,Buccaneers,2017,5,64476
Tampa Bay,Buccaneers,2017,6,63999
Tampa Bay,Buccaneers,2017,7,68561
Tampa Bay,Buccaneers,2017,8,58545
Tampa Bay,Buccaneers,2017,9,73121
Tampa Bay,Buccaneers,2017,10,57911
Tampa Bay,Buccaneers,2017,11,65089
Tampa Bay,Buccaneers,2017,12,71036
Tampa Bay,Buccaneers,2017,13,77684
Tampa Bay,Buccaneers,2017,14,60372
Tampa Bay,Buccaneers,2017,15,62382
Tampa Bay,Buccaneers,2017,16,71463
Tampa Bay,Buccaneers,2017,17,55376
Tennessee,Titans,2017,1,69089
Tennessee,Titans,2017,2,61709
Tennessee,Titans,2017,3,69127
Tennessee,Titans,2017,4,71804
Tennessee,Titans,2017,5,65135
Tennessee,Titans,2017,6,63888
Tennessee,Titans,2017,7,59061
Tennessee,Titans,2017,8,NA
Tennessee,Titans,2017,9,67322
Tennessee,Titans,2017,10,67432
Tennessee,Titans,2017,11,60703
Tennessee,Titans,2017,12,62207
Tennessee,Titans,2017,13,62758
Tennessee,Titans,2017,14,64153
Tennessee,Titans,2017,15,70133
Tennessee,Titans,2017,16,60097
Tennessee,Titans,2017,17,65501
Washington,Redskins,2017,1,78685
Washington,Redskins,2017,2,56612
Washington,Redskins,2017,3,77123
Washington,Redskins,2017,4,74587
Washington,Redskins,2017,5,NA
Washington,Redskins,2017,6,75568
Washington,Redskins,2017,7,69596
Washington,Redskins,2017,8,78428
Washington,Redskins,2017,9,68927
Washington,Redskins,2017,10,74476
Washington,Redskins,2017,11,73138
Washington,Redskins,2017,12,73210
Washington,Redskins,2017,13,91712
Washington,Redskins,2017,14,25393
Washington,Redskins,2017,15,71026
Washington,Redskins,2017,16,72889
Washington,Redskins,2017,17,76269
Arizona,Cardinals,2018,1,61613
Arizona,Cardinals,2018,2,66515
Arizona,Cardinals,2018,3,62163
Arizona,Cardinals,2018,4,61845
Arizona,Cardinals,2018,5,68337
Arizona,Cardinals,2018,6,66801
Arizona,Cardinals,2018,7,62359
Arizona,Cardinals,2018,8,61923
Arizona,Cardinals,2018,9,NA
Arizona,Cardinals,2018,10,76712
Arizona,Cardinals,2018,11,62435
Arizona,Cardinals,2018,12,25343
Arizona,Cardinals,2018,13,77234
Arizona,Cardinals,2018,14,62014
Arizona,Cardinals,2018,15,72084
Arizona,Cardinals,2018,16,61759
Arizona,Cardinals,2018,17,68990
Atlanta,Falcons,2018,1,69696
Atlanta,Falcons,2018,2,72528
Atlanta,Falcons,2018,3,74457
Atlanta,Falcons,2018,4,71985
Atlanta,Falcons,2018,5,64781
Atlanta,Falcons,2018,6,72665
Atlanta,Falcons,2018,7,72756
Atlanta,Falcons,2018,8,NA
Atlanta,Falcons,2018,9,62386
Atlanta,Falcons,2018,10,62144
Atlanta,Falcons,2018,11,74447
Atlanta,Falcons,2018,12,73017
Atlanta,Falcons,2018,13,72262
Atlanta,Falcons,2018,14,77329
Atlanta,Falcons,2018,15,72084
Atlanta,Falcons,2018,16,73722
Atlanta,Falcons,2018,17,52884
Baltimore,Ravens,2018,1,70591
Baltimore,Ravens,2018,2,50018
Baltimore,Ravens,2018,3,70156
Baltimore,Ravens,2018,4,62030
Baltimore,Ravens,2018,5,67431
Baltimore,Ravens,2018,6,64441
Baltimore,Ravens,2018,7,70639
Baltimore,Ravens,2018,8,73843
Baltimore,Ravens,2018,9,70997
Baltimore,Ravens,2018,10,NA
Baltimore,Ravens,2018,11,70077
Baltimore,Ravens,2018,12,70035
Baltimore,Ravens,2018,13,72262
Baltimore,Ravens,2018,14,74336
Baltimore,Ravens,2018,15,70031
Baltimore,Ravens,2018,16,25571
Baltimore,Ravens,2018,17,70925
Buffalo,Bills,2018,1,70591
Buffalo,Bills,2018,2,69187
Buffalo,Bills,2018,3,66800
Buffalo,Bills,2018,4,78312
Buffalo,Bills,2018,5,68202
Buffalo,Bills,2018,6,71638
Buffalo,Bills,2018,7,56848
Buffalo,Bills,2018,8,70109
Buffalo,Bills,2018,9,68749
Buffalo,Bills,2018,10,77982
Buffalo,Bills,2018,11,NA
Buffalo,Bills,2018,12,57799
Buffalo,Bills,2018,13,65155
Buffalo,Bills,2018,14,59119
Buffalo,Bills,2018,15,59110
Buffalo,Bills,2018,16,65878
Buffalo,Bills,2018,17,67420
Carolina,Panthers,2018,1,74532
Carolina,Panthers,2018,2,72528
Carolina,Panthers,2018,3,72161
Carolina,Panthers,2018,4,NA
Carolina,Panthers,2018,5,74221
Carolina,Panthers,2018,6,60482
Carolina,Panthers,2018,7,69696
Carolina,Panthers,2018,8,73843
Carolina,Panthers,2018,9,73513
Carolina,Panthers,2018,10,62881
Carolina,Panthers,2018,11,61999
Carolina,Panthers,2018,12,74002
Carolina,Panthers,2018,13,52568
Carolina,Panthers,2018,14,59392
Carolina,Panthers,2018,15,74188
Carolina,Panthers,2018,16,73722
Carolina,Panthers,2018,17,73028
Chicago,Bears,2018,1,78282
Chicago,Bears,2018,2,57960
Chicago,Bears,2018,3,62163
Chicago,Bears,2018,4,61893
Chicago,Bears,2018,5,NA
Chicago,Bears,2018,6,65791
Chicago,Bears,2018,7,62389
Chicago,Bears,2018,8,61397
Chicago,Bears,2018,9,68749
Chicago,Bears,2018,10,61393
Chicago,Bears,2018,11,61651
Chicago,Bears,2018,12,65684
Chicago,Bears,2018,13,76465
Chicago,Bears,2018,14,61695
Chicago,Bears,2018,15,62372
Chicago,Bears,2018,16,70806
Chicago,Bears,2018,17,66878
Cincinnati,Bengals,2018,1,58699
Cincinnati,Bengals,2018,2,50018
Cincinnati,Bengals,2018,3,72161
Cincinnati,Bengals,2018,4,71985
Cincinnati,Bengals,2018,5,52708
Cincinnati,Bengals,2018,6,60594
Cincinnati,Bengals,2018,7,75676
Cincinnati,Bengals,2018,8,45134
Cincinnati,Bengals,2018,9,NA
Cincinnati,Bengals,2018,10,52492
Cincinnati,Bengals,2018,11,70077
Cincinnati,Bengals,2018,12,56122
Cincinnati,Bengals,2018,13,44392
Cincinnati,Bengals,2018,14,25358
Cincinnati,Bengals,2018,15,44568
Cincinnati,Bengals,2018,16,67431
Cincinnati,Bengals,2018,17,63874
Cleveland,Browns,2018,1,67431
Cleveland,Browns,2018,2,73086
Cleveland,Browns,2018,3,67431
Cleveland,Browns,2018,4,53387
Cleveland,Browns,2018,5,67431
Cleveland,Browns,2018,6,67431
Cleveland,Browns,2018,7,53682
Cleveland,Browns,2018,8,63780
Cleveland,Browns,2018,9,67431
Cleveland,Browns,2018,10,62144
Cleveland,Browns,2018,11,NA
Cleveland,Browns,2018,12,56122
Cleveland,Browns,2018,13,71741
Cleveland,Browns,2018,14,59392
Cleveland,Browns,2018,15,76596
Cleveland,Browns,2018,16,67431
Cleveland,Browns,2018,17,70925
Dallas,Cowboys,2018,1,74532
Dallas,Cowboys,2018,2,90512
Dallas,Cowboys,2018,3,69047
Dallas,Cowboys,2018,4,90155
Dallas,Cowboys,2018,5,72008
Dallas,Cowboys,2018,6,90767
Dallas,Cowboys,2018,7,66301
Dallas,Cowboys,2018,8,NA
Dallas,Cowboys,2018,9,90466
Dallas,Cowboys,2018,10,69696
Dallas,Cowboys,2018,11,74447
Dallas,Cowboys,2018,12,92076
Dallas,Cowboys,2018,13,93004
Dallas,Cowboys,2018,14,93127
Dallas,Cowboys,2018,15,66654
